Winner,Welo,Belo,turncount,PawnAdv10,KnightAdv10,BishopAdv10,RookAdv10,QueenAdv10,PawnAdv20,KnightAdv20,BishopAdv20,RookAdv20,QueenAdv20,PawnAdv30,KnightAdv30,BishopAdv30,RookAdv30,QueenAdv30,PawnAdv,KnightAdv,BishopAdv,RookAdv,QueenAdv,nool
D,2790,2710,49,1,-1,0,0,0,1,-1,0,0,0,-3,-1,0,0,0,-23,-2,0,0,1,
D,2790,2717,37,-1,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,
D,2790,0,38,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,0,0,1,0,0,
B,2790,2630,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,-34,34,0,0,
D,2790,0,44,0,0,0,0,0,-1,0,0,0,0,-1,-1,-1,0,0,-1,-1,-1,1,0,
D,2790,0,113,1,0,0,0,0,2,0,1,0,0,2,2,0,0,0,-7,3,0,0,1,
W,2789,2550,60,0,0,0,0,0,-1,0,0,0,0,-1,-1,0,0,0,-2,-1,1,0,-1,
D,2788,2718,67,0,0,0,0,0,0,0,0,0,0,0,4,-4,0,0,1,6,-8,-1,1,
W,2788,2669,81,0,0,0,0,0,0,-1,0,0,0,11,-1,0,0,0,28,22,-33,32,0,
W,2788,2424,84,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,34,4,-1,3,0,
W,2788,2720,93,-1,0,0,0,0,-1,1,0,0,0,0,0,0,0,0,14,0,-18,17,0,
D,2788,2763,47,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,-1,-11,12,1,0,
W,2788,2735,123,-1,0,0,0,0,-1,0,0,0,0,-1,4,-3,0,0,121,50,-49,0,0,
W,2788,2720,75,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-10,6,-20,23,0,
D,2788,2738,41,0,0,0,0,0,0,0,0,0,0,-1,-1,2,0,0,-4,-3,5,0,1,
D,2788,2619,85,-3,0,0,0,0,-5,10,-9,0,1,-5,20,-18,0,1,2,26,-24,-1,1,
D,2788,2788,33,0,0,0,0,0,0,2,-1,0,0,4,7,-11,0,0,7,7,-14,0,0,
W,2788,2670,145,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,40,0,2,-1,-1,
D,2788,2720,48,-1,0,0,0,0,-1,0,0,0,0,-2,0,0,0,0,-8,0,7,3,-5,
W,2788,2600,123,-3,0,0,0,0,-5,10,-9,0,1,-5,20,-19,0,1,-2,33,-30,-2,1,
D,2788,2763,120,-1,0,0,0,0,-1,2,-1,0,0,-2,12,-11,0,0,-64,21,-74,47,0,
D,2788,2605,140,-3,0,0,0,0,-5,10,-9,0,1,-5,20,-19,0,1,4,52,-76,-2,0,
D,2788,2707,121,0,0,0,0,0,2,1,0,0,0,2,1,1,0,0,94,-18,48,-27,1,
W,2788,2763,211,-1,0,0,0,0,-1,2,-1,0,0,-1,11,-11,0,0,101,50,-48,-2,1,
W,2788,2718,109,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-6,4,2,-4,0,
W,2788,2652,41,0,0,0,0,0,0,0,0,0,0,-12,4,5,0,0,-13,13,5,1,0,
W,2788,2582,47,-1,0,0,0,0,-1,0,0,0,0,0,6,-7,0,0,5,26,-24,0,0,
D,2788,2735,36,0,0,0,0,0,0,0,0,0,0,-3,-1,-1,0,0,-3,-2,-1,0,-1,
W,2788,2580,87,-1,0,0,0,0,-1,1,0,0,0,-1,2,1,0,0,59,2,2,5,1,
D,2788,2738,79,-1,0,0,0,0,-1,1,0,0,0,-1,1,0,0,0,6,-23,6,17,-2,
D,2788,2668,67,0,0,0,0,0,2,0,0,0,0,6,1,1,0,0,6,0,0,1,0,
W,2788,2718,1,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,0,0,0,0,0,
B,2788,2652,100,-1,0,0,0,0,3,1,0,0,0,4,1,0,0,0,-10,8,23,23,-23,
D,2788,2738,77,0,0,0,0,0,3,-1,0,0,0,13,-1,0,0,0,68,-3,33,-34,-1,
B,2788,2720,98,0,0,0,0,0,2,-5,4,0,0,-8,-15,14,0,0,-122,-63,60,2,1,
W,2788,2719,63,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,-1,-22,15,-20,7,
W,2788,2719,75,0,0,0,0,0,0,-1,0,0,0,-1,-1,0,0,0,26,-22,15,3,0,
D,2788,2788,194,0,0,0,0,0,0,1,0,0,0,2,1,0,0,0,220,-6,58,-60,0,
B,2788,2652,54,-1,0,0,0,0,-8,-1,0,0,0,-8,7,-9,0,0,-9,14,-17,-1,1,
W,2788,2612,53,-3,0,0,0,0,-14,-3,3,0,0,-17,-3,3,0,0,-1,-11,2,0,0,
W,2788,2606,111,-1,0,0,0,0,-1,0,-1,0,0,-1,-1,-1,0,0,-59,-8,6,11,1,
D,2788,2707,53,0,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,19,1,-24,1,0,
W,2788,2670,57,-1,0,0,0,0,-1,0,0,0,0,-1,8,-7,0,0,5,29,-29,0,0,
W,2786,2757,91,-3,0,0,0,0,-5,10,-9,0,1,-5,20,-19,0,1,-24,82,-80,2,1,
D,2786,2679,86,3,-1,0,0,0,3,-1,0,0,0,3,-1,-1,0,0,40,-36,-44,36,1,
W,2786,2661,67,1,-1,0,0,0,1,-1,0,0,0,10,-1,1,0,0,44,-1,2,1,0,
D,2786,2678,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,-25,28,0,-1,
W,2786,2546,89,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,23,7,-6,1,0,
D,2786,2741,75,0,0,0,0,0,1,0,0,0,0,8,4,-5,0,0,-18,60,-36,-8,3,
W,2786,2713,69,3,0,0,0,0,3,0,0,0,0,4,-1,0,0,0,-5,-27,24,0,0,
D,2786,2679,237,0,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,4,28,150,-181,1,
D,2786,2727,61,-1,0,0,0,0,-1,0,0,0,0,-1,-6,4,0,-1,1,-36,35,-1,-1,
D,2786,2749,47,-1,0,0,0,0,-1,-1,2,0,0,1,-11,12,0,1,1,-28,29,0,1,
W,2786,2772,57,-1,0,0,0,0,-1,0,0,0,0,22,-8,0,0,0,75,-18,13,-16,-1,
D,2786,2717,95,0,-1,0,0,0,0,-11,10,0,0,0,-21,20,0,0,99,-81,-9,43,1,
D,2786,2804,88,-1,0,0,0,0,-1,2,-1,0,0,-2,12,-11,0,0,-10,95,-100,4,0,
W,2786,2618,59,-1,0,0,0,0,-1,0,0,0,0,9,1,0,0,0,62,-2,4,-1,0,
W,2786,2711,109,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-28,38,-42,6,8,
D,2786,2754,54,-1,0,0,0,0,-1,2,-1,0,0,-2,12,-11,0,0,-8,28,-26,0,0,
W,2786,2717,97,0,-1,0,0,0,0,-11,10,0,0,0,-21,20,0,0,10,-88,86,-1,-1,
W,2786,2654,113,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,49,68,-66,1,-1,
D,2786,2686,134,0,0,0,0,0,-1,0,0,0,1,-1,-1,-1,0,1,-62,4,-6,1,1,
W,2786,2757,117,-1,0,0,0,0,-1,0,0,0,0,-1,4,-3,0,0,-3,-50,74,0,0,
B,2786,2709,128,-1,0,0,0,0,-1,0,-1,0,0,-1,-1,-1,0,0,108,-72,-2,-126,61,
W,2786,2741,84,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,91,2,52,-54,-1,
D,2786,2696,35,3,0,0,0,0,3,-1,-1,0,0,3,-2,-1,0,0,3,-2,-1,0,0,
W,2786,2700,123,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,82,-1,-1,0,-5,
W,2786,2164,73,0,0,0,0,0,-1,0,0,0,0,5,0,1,0,0,60,-7,-13,24,0,
D,2786,2735,39,-1,0,0,0,0,0,0,0,0,0,-1,-6,6,0,0,-10,-8,11,0,-1,
D,2786,2735,110,0,0,0,0,0,0,0,0,0,0,-4,0,0,0,0,-68,113,-13,-36,-1,
B,2786,2741,104,0,0,0,0,0,0,1,0,0,0,-2,1,0,0,0,-51,2,0,1,0,
D,2786,2749,39,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,1,-1,1,0,0,
W,2786,2754,103,3,-1,0,0,0,3,-1,0,0,0,3,-2,-1,0,0,36,-2,-20,19,-1,
B,2786,2749,114,-1,0,0,0,0,-1,4,-3,0,0,0,14,-13,0,0,6,92,-46,-43,1,
W,2786,2772,74,-1,0,0,0,0,-1,0,0,0,0,1,4,-3,0,0,16,14,-31,28,1,
D,2786,2679,84,-1,0,0,0,0,-1,4,-3,0,0,-1,7,-7,0,0,112,25,0,-19,1,
W,2786,2686,63,-1,0,0,0,0,-1,-1,0,0,0,17,-11,-5,6,0,129,-43,-46,33,7,
D,2786,2738,57,0,0,0,0,0,3,-1,0,0,0,13,-1,0,0,0,41,18,-18,-2,1,
W,2785,0,47,-1,0,0,0,0,9,-3,1,0,0,14,-1,6,-5,0,48,6,6,-11,0,
W,2785,2660,73,0,0,0,0,0,-1,-1,0,0,0,-1,-1,0,0,0,-13,-31,-11,41,-3,
W,2785,0,59,5,0,0,0,0,15,-1,-1,0,0,25,-1,-1,0,0,54,10,-11,-1,0,
W,2785,2660,81,0,0,0,0,0,1,1,1,0,0,2,1,1,0,0,6,-36,46,-6,0,
W,2785,0,84,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,32,15,-18,0,-1,
W,2785,2560,115,1,0,0,0,0,1,-1,0,0,0,1,-1,0,-1,0,22,-62,80,-1,-1,
W,2785,0,47,0,0,0,0,0,-4,0,0,0,0,-14,4,-3,0,0,-31,21,-20,0,0,
D,2785,2620,50,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,7,0,-1,0,0,
W,2785,2648,61,-1,0,0,0,0,-1,4,-3,0,0,-1,15,-13,0,0,39,42,-39,-2,3,
W,2785,0,59,0,0,0,0,0,-1,0,0,0,0,-11,0,1,0,0,-41,22,4,-1,0,
W,2785,2580,95,0,2,-1,0,0,0,12,-11,0,0,0,22,-21,0,0,34,38,-75,31,-1,
D,2785,2665,52,-1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,17,0,1,0,-1,
W,2785,2560,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,70,-63,0,-1,
D,2785,0,75,0,0,-1,0,0,-1,-1,-1,0,0,-1,-1,-1,0,0,0,-1,-1,1,1,
W,2785,2548,141,3,0,0,0,0,3,-1,0,-1,0,2,-2,0,-1,0,141,-42,41,-2,1,
D,2785,2695,66,3,0,0,0,0,3,0,0,0,0,3,0,0,0,0,-29,0,0,0,1,
D,2785,0,59,0,4,-3,0,0,0,14,-13,0,0,0,24,-23,0,0,7,56,-55,1,0,
D,2785,2560,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2,52,-52,-1,-1,
D,2785,2560,159,1,0,0,0,0,1,4,-3,0,0,1,14,-13,0,0,36,124,-123,2,-2,
W,2785,0,57,0,0,0,0,0,2,3,-3,0,1,12,3,-2,0,1,50,8,-2,-3,1,
B,2785,2660,0,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,0,0,0,0,0,
W,2785,0,25,0,4,-3,0,0,0,14,-13,0,0,999,999,999,999,999,-1,20,-18,0,0,
D,2785,2778,120,-1,0,0,0,0,-1,0,0,0,0,-5,2,0,0,0,-140,119,56,86,-84,
W,2785,2625,49,-1,0,0,0,0,-1,-1,0,0,0,-1,9,-9,0,0,-9,16,-17,0,0,
B,2785,0,55,1,0,0,0,0,0,0,0,0,0,-3,2,0,0,0,-47,28,23,-24,-1,
W,2785,2560,133,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,44,24,-24,1,-1,
W,2785,0,77,0,0,0,0,0,1,0,0,0,0,11,-1,0,0,0,54,2,-2,1,0,
W,2785,2260,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,-2,-1,
W,2785,2090,69,0,0,0,0,0,0,0,0,0,0,-7,-1,2,0,0,-18,-7,9,0,1,
D,2785,2630,53,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,-6,-15,15,1,0,
D,2785,2732,89,-1,0,0,0,0,-1,1,0,0,0,-1,-6,8,0,0,14,-8,26,-18,0,
W,2785,2775,87,0,-1,0,0,0,0,-11,10,0,0,1,-21,20,0,0,5,-79,76,-4,3,
D,2785,2660,110,0,0,0,0,0,-1,0,0,0,0,-2,0,0,0,0,-9,-44,45,4,-1,
W,2785,0,53,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,3,-1,0,0,0,
D,2785,0,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-40,12,-11,0,-1,
W,2785,0,65,-3,0,0,0,0,-3,-9,8,0,0,-2,-18,18,0,0,40,-18,16,23,17,
W,2785,0,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,-50,49,0,1,
W,2785,2660,111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-25,24,-73,51,-1,
D,2785,2660,120,0,4,-3,0,0,3,14,-13,0,-1,2,17,-17,0,-1,-83,16,-16,1,-1,
W,2785,0,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,-2,28,-30,-1,
W,2785,0,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,-17,1,0,
D,2785,2739,103,-1,0,0,0,0,-1,-1,0,0,0,-1,-1,0,0,0,-28,-2,-2,-1,1,
B,2785,2560,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-34,-1,2,-17,-1,
W,2785,2610,101,0,0,0,0,0,1,0,0,0,0,1,0,-1,0,0,3,1,-2,-1,0,
W,2785,0,93,1,0,0,0,0,1,0,1,0,0,-6,6,1,0,-1,-74,68,2,-1,-1,
D,2785,2774,42,-3,0,0,0,0,-6,-5,4,0,0,-6,-5,6,0,0,-10,-5,6,0,1,
D,2785,2560,89,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,35,-39,-41,40,1,
D,2785,2750,56,-1,2,0,0,0,-1,3,0,0,1,-1,3,0,0,1,-10,3,0,0,1,
W,2785,0,39,0,0,0,0,0,7,8,-7,0,0,16,20,-20,0,0,30,32,-31,0,0,
W,2785,2240,87,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-5,-2,0,-1,1,
W,2785,2560,81,0,4,-3,0,0,-7,14,-13,0,0,-19,24,-24,0,0,11,42,-91,38,-2,
W,2785,2670,65,-1,0,0,0,0,-1,0,0,0,0,1,0,0,0,0,17,3,-11,-1,0,
D,2785,2750,131,0,0,0,0,0,1,-7,6,0,0,1,-17,16,0,0,-96,-171,156,12,1,
W,2785,0,77,3,0,0,0,0,0,-5,4,0,0,-2,-15,14,0,0,1,-61,43,0,2,
D,2785,2660,94,-1,0,0,0,0,-1,0,0,0,0,-1,10,-9,0,0,25,74,-74,0,0,
B,2785,2245,58,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,22,11,0,-13,0,
D,2785,2560,66,0,0,0,0,0,1,0,0,0,0,2,-1,0,0,0,-33,32,-12,-1,0,
B,2785,2750,88,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,-23,24,-22,3,-1,
W,2785,0,43,0,4,-3,0,0,-1,11,-11,0,0,0,11,-11,0,0,16,22,-6,-3,-1,
W,2785,2265,63,0,-1,0,0,0,0,-11,10,0,0,0,-21,19,0,0,13,-49,-5,11,15,
D,2785,2574,178,0,-1,0,0,0,0,-11,10,0,0,1,-21,20,0,1,73,35,-34,-2,1,
D,2785,2560,168,0,-1,0,0,0,0,-2,0,0,0,0,-12,10,0,0,125,-72,78,-4,1,
W,2785,0,65,0,0,0,0,0,-3,0,0,0,0,-3,0,0,0,0,-2,16,-10,0,0,
W,2785,2245,83,1,0,0,0,0,1,0,0,0,0,1,-1,3,0,0,4,-6,10,-2,0,
W,2785,0,71,-3,0,0,0,0,-5,0,0,0,0,-5,1,0,0,0,-6,8,-7,0,1,
W,2785,2670,71,-1,1,0,0,0,-1,1,0,0,0,-1,1,0,0,0,0,-9,12,0,0,
W,2785,2548,59,3,-1,0,0,0,3,-1,0,0,0,9,-2,-1,0,-1,37,-30,28,-1,-1,
W,2785,2670,77,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,40,-54,36,1,1,
D,2785,0,79,0,0,0,0,0,-1,10,-9,0,0,-1,20,-19,0,-1,-2,69,-69,-1,-1,
D,2785,2660,108,-1,0,0,0,0,-1,0,0,0,0,-8,2,2,0,-1,-7,80,-76,2,-1,
W,2785,0,77,-1,0,0,0,0,-1,1,0,0,0,-1,1,1,0,0,-3,12,-9,2,1,
D,2785,2735,126,-1,0,0,0,0,-1,0,0,0,0,-7,-1,2,0,0,-100,-96,13,85,-1,
W,2785,2090,33,-3,0,0,0,0,-2,0,0,0,0,-2,1,0,0,-1,-2,2,0,0,-1,
W,2785,2560,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-34,41,-23,-2,0,
D,2785,2660,80,0,0,0,0,0,6,0,0,0,0,6,0,0,0,0,-11,-10,12,1,-1,
W,2785,2560,69,-1,0,0,0,0,-1,-1,0,0,0,-1,-1,0,0,0,18,0,-1,0,0,
D,2785,2765,38,0,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,-1,0,0,
B,2785,2070,82,1,-1,0,0,0,1,-1,0,0,0,1,-10,8,0,0,0,-16,14,-1,0,
D,2785,2560,92,0,4,-3,0,0,-1,14,-13,0,-1,-1,28,-26,0,-1,-1,141,-138,2,-1,
D,2785,0,98,0,-3,2,0,0,-1,-13,12,0,0,-1,-23,22,0,0,0,-65,64,-1,1,
D,2785,2560,90,0,4,-3,0,0,-1,14,-13,0,0,-1,24,-23,0,-1,0,84,-83,0,-1,
D,2785,2737,107,0,0,0,0,0,-1,2,-1,0,0,-1,7,-7,0,0,16,-34,26,6,-7,
W,2785,2560,41,0,4,-3,0,0,-1,14,-13,0,-1,-1,24,-23,0,-1,6,35,-34,1,-1,
W,2785,2185,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3,-1,-1,-2,-1,
W,2785,2090,59,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,33,-23,-2,27,-1,
W,2785,2753,39,3,0,0,0,0,3,0,0,0,0,4,-1,0,0,0,2,-1,0,0,0,
D,2785,2650,75,0,-1,0,0,0,1,-11,10,0,0,1,-21,20,1,0,5,-66,65,0,1,
D,2785,2750,151,1,0,0,0,0,2,0,0,0,0,2,0,0,0,0,-67,-55,58,0,-1,
D,2785,2660,89,-1,0,0,0,0,-1,-1,0,0,0,-2,-1,0,0,0,36,26,-27,0,-1,
W,2785,0,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,34,-33,1,1,
W,2785,2730,71,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,8,1,-2,0,0,
W,2785,0,77,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,39,-41,2,0,
W,2784,2597,84,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,80,16,-9,-12,-1,
D,2784,2700,83,1,0,0,0,0,2,0,0,0,0,2,0,0,0,0,2,0,-1,0,0,
W,2784,2636,0,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,0,0,0,0,0,
W,2784,2649,79,-3,0,0,0,0,-7,8,-7,0,0,-7,19,-17,0,0,29,68,-67,0,1,
D,2784,2616,58,-1,0,0,0,0,-1,4,-3,0,0,0,14,-13,0,0,-22,36,-35,-1,-1,
W,2784,2714,0,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,0,0,0,0,0,
W,2784,2713,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,29,1,-30,-1,
W,2784,2595,77,-1,0,0,0,0,-1,-1,0,0,0,-1,-1,1,0,0,-8,-1,6,0,-3,
B,2784,2610,0,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,0,0,0,0,0,
D,2784,2649,107,0,0,0,0,0,-1,-3,2,0,0,2,-7,12,-7,0,25,60,23,-84,1,
W,2784,2609,81,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,-5,-3,0,0,-1,
D,2784,2751,54,3,0,0,0,0,3,0,0,0,0,3,2,-1,0,0,17,5,-5,8,0,
W,2784,2636,119,-1,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,16,80,-79,0,0,
W,2784,2700,81,-1,0,0,0,0,-1,-1,0,0,0,-1,-1,0,0,0,-30,32,-33,-1,0,
D,2783,2719,111,-1,0,0,0,0,-1,-7,6,0,0,-1,-22,20,0,0,33,-48,48,1,1,
W,2783,2690,51,1,0,0,0,0,7,-1,0,0,0,16,-7,10,-7,0,16,14,31,-28,1,
D,2783,2690,49,0,0,0,0,0,-4,0,0,0,0,-4,0,-1,0,0,-4,1,-1,0,0,
D,2783,2749,77,0,0,0,0,0,0,1,0,0,0,2,1,0,0,0,-1,16,-17,0,-1,
D,2783,2779,60,0,0,0,0,0,0,1,0,0,0,-2,1,0,0,0,-18,-22,24,0,0,
W,2783,2779,69,0,0,0,0,0,0,1,0,0,0,-5,3,0,-1,0,-81,42,34,-40,0,
D,2783,2728,57,-1,0,0,0,0,3,0,0,0,0,8,1,0,0,0,11,1,0,2,0,
W,2783,2715,81,1,-1,0,0,0,1,-1,0,0,0,0,-1,2,-3,0,15,-1,54,-53,0,
D,2783,2750,154,-1,0,0,0,0,-1,0,0,0,0,-1,0,-1,0,0,-42,5,-4,-2,0,
D,2783,2766,97,0,0,0,0,0,1,0,0,0,0,0,0,0,-1,1,-9,10,2,0,1,
D,2783,2744,39,0,0,0,0,0,0,1,0,0,0,2,1,0,0,0,2,2,0,0,0,
W,2783,2741,95,0,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-25,12,-1,0,0,
D,2783,2647,48,0,0,0,0,0,0,1,1,0,0,0,1,1,0,-1,1,1,1,0,-1,
W,2783,2683,69,-1,0,0,0,0,-1,0,0,0,0,-1,-9,8,0,0,10,-30,29,-5,5,
D,2782,2741,35,-1,0,0,0,0,-1,-1,0,0,0,-1,-1,-1,0,0,0,-1,0,0,0,
W,2782,2601,45,0,0,0,0,0,-1,8,-7,0,0,1,18,-18,0,0,-6,40,-33,-1,0,
D,2782,2725,90,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,-20,-1,1,2,1,
W,2782,2648,95,0,0,0,0,0,-1,8,-7,0,0,-1,18,-17,0,0,42,20,-21,2,-1,
W,2782,2727,105,-1,0,0,0,0,-1,0,0,0,0,-1,8,-7,0,0,67,26,-26,-1,-1,
W,2782,2686,69,-1,0,0,0,0,-1,0,0,0,0,-2,0,0,0,0,-50,36,-18,-19,0,
D,2782,2574,50,0,0,0,0,0,1,0,0,0,0,0,-1,0,0,0,0,-1,-1,0,0,
W,2782,2682,77,-1,0,0,0,0,-1,0,0,0,0,-1,-1,0,0,0,7,-39,37,0,1,
D,2782,2770,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,2,25,-20,0,
D,2782,2725,53,0,0,0,0,0,0,0,0,0,0,-1,-1,2,0,0,-3,-2,5,2,1,
W,2782,2741,53,0,0,0,0,0,0,6,-5,0,0,1,17,-15,0,0,2,40,-58,21,0,
W,2782,2725,59,0,0,0,0,0,0,0,0,0,0,-2,0,0,0,0,-21,-29,9,24,0,
D,2782,2741,74,0,0,0,0,0,0,1,0,0,0,0,-2,5,0,0,-1,-2,6,1,1,
W,2782,2573,117,-1,0,0,0,0,-1,0,-1,0,0,-1,0,-1,0,0,47,-65,64,-1,-1,
W,2782,2770,61,-1,0,0,0,0,-1,-3,2,0,0,-1,-13,12,0,0,9,-28,25,0,0,
W,2782,2573,49,-1,0,0,0,0,-1,1,0,0,0,-3,0,2,-1,-1,-13,0,17,-20,-1,
W,2782,2725,117,0,0,0,0,0,3,-1,0,0,0,13,-1,0,0,0,172,-22,100,-80,1,
D,2781,2497,92,-1,0,0,0,0,-1,1,0,0,0,-1,-8,10,0,1,54,-10,4,7,1,
B,2781,2812,100,-1,0,0,0,0,-1,0,0,0,0,1,0,0,0,0,43,7,-42,-10,1,
W,2781,2716,89,0,0,0,0,0,0,0,0,0,0,0,-2,2,0,0,15,-61,84,-22,0,
W,2781,2676,107,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,-39,52,-36,2,1,
D,2781,2700,130,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-20,22,-24,-1,-1,
D,2781,2673,57,0,0,0,0,0,0,-7,5,0,0,0,-7,5,0,0,-6,-7,4,0,0,
B,2781,2812,52,-1,0,0,0,0,-2,0,0,0,0,-2,0,0,0,0,9,2,13,-15,1,
B,2781,2571,68,0,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,12,39,-37,1,-3,
D,2781,0,43,1,0,0,0,0,0,0,0,0,0,0,-6,6,0,0,-4,-14,19,-5,-1,
W,2781,2670,93,0,-1,0,0,0,1,-11,10,0,0,1,-21,20,0,0,-33,-78,53,26,1,
D,2781,2710,114,-3,0,0,0,0,-2,1,0,0,0,8,1,0,0,0,67,4,6,-1,-1,
W,2781,2758,89,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-40,2,-9,12,0,
D,2781,2596,45,-1,0,0,0,0,-1,2,-1,0,0,0,12,-11,0,0,1,27,-26,1,0,
W,2781,2477,33,-1,0,0,0,0,-1,1,0,0,0,6,1,0,-3,-1,9,1,0,-3,-1,
B,2781,2714,72,3,0,0,0,0,3,0,0,0,0,4,-1,0,0,0,-12,-22,19,1,1,
W,2781,2751,53,3,0,0,0,0,6,2,-3,0,0,6,11,-13,0,0,39,34,-27,-9,-1,
W,2781,2519,75,0,-1,0,0,0,0,-11,10,0,0,0,-13,13,0,0,-67,-49,-25,74,-1,
W,2781,2490,67,3,0,0,0,0,4,0,0,0,0,4,-1,-1,0,0,7,-1,0,1,0,
D,2781,2705,80,-3,0,0,0,0,-2,0,0,0,0,3,0,0,0,0,8,0,2,-1,-1,
D,2781,2691,35,0,0,0,0,0,0,2,-3,0,0,0,12,-13,0,0,0,17,-18,0,0,
D,2781,2694,48,1,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,1,0,0,
W,2781,2687,53,-1,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,14,-10,-1,0,0,
W,2781,2681,109,-1,0,0,0,0,-1,4,-3,0,0,-1,13,-13,0,0,88,92,-91,1,-1,
D,2781,2751,42,3,0,0,0,0,3,2,-3,0,0,4,12,-13,0,0,9,21,-21,0,-3,
W,2781,2565,95,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,42,14,-13,0,1,
D,2781,2625,33,-3,0,0,0,0,-5,10,-9,0,1,-5,20,-19,0,1,-5,23,-22,0,1,
D,2781,2710,49,0,-1,0,0,0,0,-11,10,0,0,1,-21,20,0,1,0,-37,35,0,1,
D,2781,2632,55,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,-4,1,0,
W,2781,2691,75,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,16,-35,36,1,1,
W,2781,2644,47,-1,0,0,0,0,-1,1,1,0,0,-6,1,1,0,0,1,10,-7,3,-1,
D,2781,2751,37,3,0,0,0,0,6,2,-3,0,0,6,11,-13,0,0,6,18,-20,0,1,
W,2781,2710,89,3,0,0,0,0,3,0,0,0,0,4,-1,0,0,0,13,-42,41,-1,0,
W,2781,2700,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,24,-22,-2,0,
W,2781,2718,59,-1,0,0,0,0,-1,0,0,0,0,-4,0,1,0,0,10,-37,2,-8,23,
W,2781,2649,63,-1,0,0,0,0,-1,0,0,0,0,-1,1,0,0,0,-10,4,8,0,0,
